descricao;endereco;area;quartos;wc;vagas;valor;condominio;wlink
Apartamento para Venda em Curitiba, Uberaba, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga;Rua Pedro Locatelli Júnior;['90'];[2];[2];-;210000;395;https://www.vivareal.com.br/imovel/apartamento-2-quartos-uberaba-bairros-curitiba-com-garagem-60m2-venda-RS210000-id-2534038588/
Apartamento 1 quarto ao lado do Jardim Botânico! Condomínio Clube de alto padrão;Rua Governador Agamenon Magalhães;[];[1];[1];-;317000;400;https://www.vivareal.com.br/imovel/apartamento-1-quartos-cristo-rei-bairros-curitiba-com-garagem-60m2-venda-RS317000-id-2535385192/
;Rua Euclides da Cunha;['168'];[3];[3];-;579900;850;https://www.vivareal.com.br/imovel/apartamento-3-quartos-champagnat-bairros-curitiba-com-garagem-91m2-venda-RS579900-id-2516238582/
apartamento a venda, mobiliado, 2 vagas de garagem, santa cândida, Curitiba.;Rua Fernando de Noronha;['130'];[3];[1];-;353000;380;https://www.vivareal.com.br/imovel/apartamento-3-quartos-santa-candida-bairros-curitiba-com-garagem-78m2-venda-RS353000-id-2533616615/
Amplo Apartamento de 1 Domitório ao lado do Bairro Batel;Rua Lamenha Lins;['81'];[1];[1];-;200000;650;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-com-garagem-42m2-venda-RS200000-id-2541956995/
EXCELENTE Apartamento Batel - 1 quarto sacada c/ churrasqueira- Curitiba - PR;Rua Teixeira Coelho;[];[1];[1];-;595000;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-batel-bairros-curitiba-com-garagem-54m2-venda-RS595000-id-2543682579/
CURITIBA - Apartamento Padrão - Água Verde;-;['97'];[3];[1];-;269700;450;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-75m2-venda-RS269700-id-2535452632/
Apartamento à venda - Cidade Industrial - Curitiba/PR - Leilão – às 15h00;Rua Agostinho Brusamolin;['69'];[1];[1];-;226900;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-cidade-industrial-bairros-curitiba-69m2-venda-RS226900-id-2542562073/
Apartamento com 3 quartos, 2 vagas de garagem, 131m²;Avenida Nossa Senhora da Luz;['215'];[3];[4];-;1350000;831;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-131m2-venda-RS1350000-id-2520039443/
APARTAMENTO RESIDENCIAL em CURITIBA - PR, CAMPO COMPRIDO;Rua Almir Nelson de Almeida;['51'];[3];[1];-;200000;320;https://www.vivareal.com.br/imovel/apartamento-3-quartos-campo-comprido-bairros-curitiba-com-garagem-51m2-venda-RS200000-id-2528864232/
Apartamento no Bigorrilho - ARYA 1;Rua Martim Afonso;['119'];[1];[2];-;390000;390;https://www.vivareal.com.br/imovel/apartamento-1-quartos-bigorrilho-bairros-curitiba-com-garagem-72m2-venda-RS390000-id-2542693176/
Apartamento duplex com piscina !!;Rua Francisco Rocha;['638'];[4];[5];-;3280000;4100;https://www.vivareal.com.br/imovel/apartamento-4-quartos-batel-bairros-curitiba-com-garagem-412m2-venda-RS3280000-id-2530890894/
Apartamento para Venda em Curitiba, Sítio Cercado, 2 dormitórios, 1 banheiro, 1 vaga;Rua Nova Aurora;['53'];[2];[1];-;130000;250;https://www.vivareal.com.br/imovel/apartamento-2-quartos-sitio-cercado-bairros-curitiba-com-garagem-48m2-venda-RS130000-id-2544551494/
Apartamento mobiliado venda possui 44 metros quadrados com 1 quarto em Centro - Curitiba - PR;Avenida Visconde de Guarapuava;['56'];[1];[1];-;359000;540;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-com-garagem-44m2-venda-RS359000-id-2528263276/
Apartamento para venda com 45 metros quadrados com 2 quartos em Pinheirinho - Curitiba - PR;Rua Professor Júlio Theodorico Guimarães;['62'];[2];[1];-;145000;250;https://www.vivareal.com.br/imovel/apartamento-2-quartos-pinheirinho-bairros-curitiba-com-garagem-45m2-venda-RS145000-id-2544633774/
Apartamento com 3 dormitórios 1 suíte e 2 vagas no Lê Jardim / Água Vede;Rua Engenheiro Niepce da Silva;['181'];[3];[3];-;860000;650;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-105m2-venda-RS860000-id-2541617977/
Apartamento parque ecoville, 2 dorm. sendo 1 suíte, 69 m² priv. semi-mobiliado, face norte, 1 vaga;Rua Monsenhor Ivo Zanlorenzi;['110'];[2];[2];-;560000;450;https://www.vivareal.com.br/imovel/apartamento-2-quartos-ecoville-bairros-curitiba-com-garagem-69m2-venda-RS560000-id-2535723821/
Apartamento no 16 º andar - Água Verde - Face Norte - Próx. ao Clube Curitibano;Rua Brasílio Itiberê;['139'];[3];[3];-;475000;750;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-92m2-venda-RS475000-id-2494063133/
CURITIBA - Apartamento Padrão - Ecoville;Rua José Américo Tizoni;['269'];[3];[2];-;864500;400;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-159m2-venda-RS864500-id-2542332390/
CURITIBA - Apartamento Padrão - Portão;-;['87'];[2];[2];-;197000;340;https://www.vivareal.com.br/imovel/apartamento-2-quartos-portao-bairros-curitiba-com-garagem-62m2-venda-RS197000-id-2537084224/
Apartamento com 3 dormitórios à venda, 60 m² por R$ 195.000,00 - Boa Vista - Curitiba/PR;-;['94'];[3];[1];-;195000;365000;https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-vista-bairros-curitiba-com-garagem-60m2-venda-RS195000-id-2544306027/
GD0031 - Apartamento Térreo à venda - 65 m² com 3 quartos e suíte no Bacacheri - Curitiba - PR;Rua Amadeu Assad Yassim;['80'];[3];[2];-;350000;500;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-65m2-venda-RS350000-id-2544123611/
Apartamento para Venda em Curitiba, Santa Felicidade, 3 dormitórios, 1 suíte, 2 banheiros, 1 vaga;Rua Antônio Escorsin;['103'];[3];[2];-;299000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-santa-felicidade-bairros-curitiba-com-garagem-83m2-venda-RS299000-id-2536997773/
Apartamentos 3 Dormitórios para venda em Curitiba - PR;Rua Assis Figueiredo;['123'];[3];[2];-;290000;380;https://www.vivareal.com.br/imovel/apartamento-3-quartos-guaira-bairros-curitiba-com-garagem-123m2-venda-RS290000-id-2529456494/
Edifico João Pompeo | 2 Dormitórios | 53m²Privativos |Centro;Rua Conselheiro Laurindo;['53'];[2];[1];-;185000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-curitiba-53m2-venda-RS185000-id-2539180663/
Apartamento Garden com 3 dormitórios, 90 m² - FlexCity Jardim Botânico;Rua Sanito Rocha;['130'];[3];[2];-;695000;330;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-90m2-venda-RS695000-id-2522768544/
Apartamento Garden venda,112 m², 2 quartos, São Francisco - Curitiba - PR;Alameda Cabral;['139'];[2];[2];-;656400;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-sao-francisco-bairros-curitiba-com-garagem-112m2-venda-RS656400-id-2534746683/
Apartamento com 3 dormitórios à venda, 108 m² por R$ 450.000,00 - Bigorrilho - Curitiba/PR;Rua Saldanha Marinho;['150'];[3];[1];-;450000;300;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-108m2-venda-RS450000-id-2538813373/
Excelente apartamento no bairro Bigorrilho, pronto para morar e com o melhor valor de mercado da reg;Rua Alferes Ângelo Sampaio;['114'];[3];[2];-;479000;800;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-74m2-venda-RS479000-id-2539209838/
Apartamento para aluguel com 49 metros quadrados com 2 quartos em Juvevê - Curitiba - PR;Rua Sete de Abril;['75'];[2];[1];-;230000;450;https://www.vivareal.com.br/imovel/apartamento-2-quartos-juveve-bairros-curitiba-com-garagem-49m2-venda-RS230000-id-2510459631/
Apartamento para venda tem 58 metros quadrados com 3 quartos em Campo Comprido - Curitiba - PR;Rua Luiz Tramontin;['71'];[3];[1];-;219000;300;https://www.vivareal.com.br/imovel/apartamento-3-quartos-campo-comprido-bairros-curitiba-com-garagem-58m2-venda-RS219000-id-2542501928/
Apartamento studio no bairro Portão, imóvel com excelente custo benefício. Sendo 01 dormitório e 01;Rua Guararapes;['90'];[1];[1];-;360000;390;https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-izabel-bairros-curitiba-com-garagem-51m2-venda-RS360000-id-2539210796/
APARTAMENTO com 3 dormitórios à venda por R$ 425.000,00 no bairro Campo Comprido - CURITIBA / PR;Rua João Alencar Guimarães;['64'];[3];[1];-;425000;380;https://www.vivareal.com.br/imovel/apartamento-3-quartos-campo-comprido-bairros-curitiba-com-garagem-64m2-venda-RS425000-id-2543221313/
Apartamento de 2 dormitórios/Suíte no Água Verde!!!!;Rua Eurides Cunha;['118'];[2];[2];-;784147;367;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-71m2-venda-RS784147-id-2524875501/
Apartamento de 2 quartos no Ecoville - Atrás do Positivo.;-;['48'];[2];[2];-;269900;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-industrial-bairros-curitiba-com-garagem-48m2-venda-RS269900-id-2532600778/
AP SEMI MOBILIADO 2 DORM NO XAXIM;Rua Francisco Derosso;['97'];[2];[2];-;320000;450;https://www.vivareal.com.br/imovel/apartamento-2-quartos-xaxim-bairros-curitiba-com-garagem-67m2-venda-RS320000-id-2538366999/
Apartamento Padrão para Venda em Orleans Curitiba-PR - MT1045;Rua Professor João Falarz;['89'];[3];[2];-;530000;330;https://www.vivareal.com.br/imovel/apartamento-3-quartos-orleans-bairros-curitiba-com-garagem-72m2-venda-RS530000-id-2533430601/
Apartamento para venda tem 96 m2 com 3 quartos em Centro - Curitiba - PR;Rua Saldanha Marinho;[];[3];[1];-;265000;680;https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-96m2-venda-RS265000-id-2520289088/
Apartamento exclusivo no Cabral;-;['567'];[4];[5];-;3900000;0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-cabral-bairros-curitiba-com-garagem-357m2-venda-RS3900000-id-2531666774/
Apartamento 4 quartos sendo 1 suíte com closet - Mercês - Curitiba/PR;Rua Brigadeiro Franco;['318'];[4];[3];-;1280000;1000;https://www.vivareal.com.br/imovel/apartamento-4-quartos-merces-bairros-curitiba-com-garagem-201m2-venda-RS1280000-id-2543025713/
Apartamento para venda tem 262 metros quadrados com 4 quartos em Ahú - Curitiba - PR;Rua Guaratuba;['427'];[4];[5];-;1499000;0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-ahu-bairros-curitiba-com-garagem-262m2-venda-RS1499000-id-2487124222/
Lindo apartamento de 3 quartos;-;['182'];[3];[3];-;535000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-153m2-venda-RS535000-id-2533345975/
Apartamento Capão Raso;Rua Marechal Octávio Saldanha Mazza;['57'];[3];[1];-;190000;450;https://www.vivareal.com.br/imovel/apartamento-3-quartos-capao-raso-bairros-curitiba-com-garagem-57m2-venda-RS190000-id-2539188586/
Apartamento com 3 dormitórios à venda, 64 m² por R$ 309.800 - Atuba - Curitiba/PR;Avenida Marechal Mascarenhas de Moraes;[];[3];[2];-;309800;497;https://www.vivareal.com.br/imovel/apartamento-3-quartos-atuba-bairros-curitiba-com-garagem-64m2-venda-RS309800-id-2539243507/
CURITIBA - Apartamento Padrão - Santa Cândida;Rua Walace Landal;['50'];[2];[1];-;700;330;https://www.vivareal.com.br/imovel/apartamento-2-quartos-santa-candida-bairros-curitiba-com-garagem-45m2-venda-RS150000-id-2542025373/
Apartaento alto padrão Jardim Botânico;Avenida Presidente Affonso Camargo;['75'];[2];[1];-;460490;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-botanico-bairros-curitiba-com-garagem-62m2-venda-RS460490-id-2537045492/
Apartamento com 3 dormitórios à venda, 63 m² por R$ 190.000,00 - Sítio Cercado - Curitiba/PR;-;['72'];[3];[1];-;190000;300;https://www.vivareal.com.br/imovel/apartamento-3-quartos-sitio-cercado-bairros-curitiba-com-garagem-63m2-venda-RS190000-id-2543528577/
CURITIBA - Apartamento Padrão - Rebouças;Rua Piauí;['68'];[1];[1];-;260000;100;https://www.vivareal.com.br/imovel/apartamento-1-quartos-reboucas-bairros-curitiba-com-garagem-31m2-venda-RS260000-id-2544563107/
REBOUÇAS -apartamento 2 quartos. 65,76 m². 1 vaga. A partir de R$ 387.000,00.;Rua Santo Antônio;['116'];[2];[1];-;387000;250;https://www.vivareal.com.br/imovel/apartamento-2-quartos-reboucas-bairros-curitiba-com-garagem-65m2-venda-RS387000-id-2541082642/
Apartamento de 1 quarto com vaga no coração do Centro Cívico - Urgente!;-;['47'];[1];[1];-;180000;-;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-civico-bairros-curitiba-com-garagem-37m2-venda-RS180000-id-2537443109/
Ótima Localização...;Rua Rodolfo Bernardelli;['75'];[2];[1];-;285000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-uberaba-bairros-curitiba-com-garagem-59m2-venda-RS285000-id-2516200976/
CURITIBA - Apartamento Padrão - Santa Cândida;-;['57'];[2];[1];-;168000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-santa-candida-bairros-curitiba-com-garagem-45m2-venda-RS168000-id-2537718301/
More no Centro de Curitiba com charme, conforto e espaço;-;['150'];[3];[3];-;495000;300;https://www.vivareal.com.br/imovel/apartamento-3-quartos-merces-bairros-curitiba-com-garagem-143m2-venda-RS495000-id-2501088087/
Curitiba - Apartamento Padrão - Centro;-;['95'];[2];[3];-;777200;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-curitiba-com-garagem-95m2-venda-RS777200-id-2543298169/
Apartamento para venda possui 50 metros quadrados com 2 quartos em Campo Comprido - Curitiba - PR;Rua Renato Polatti;['56'];[2];[2];-;248000;477;https://www.vivareal.com.br/imovel/apartamento-2-quartos-campo-comprido-bairros-curitiba-com-garagem-50m2-venda-RS248000-id-2543067935/
Apartamento 3 quartos á venda na Vila Izabel/Agua Verde, 98m2 decorado R$ 849.000;Rua Guaianazes;['130'];[3];[2];-;849000;440;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-98m2-venda-RS849000-id-2526284829/
CURITIBA - Apartamento Padrão - Batel;Alameda Dom Pedro II;['184'];[3];[2];-;1300000;790;https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-163m2-venda-RS1300000-id-2542332488/
APARTAMENTO RESIDENCIAL em CURITIBA - PR, PINHEIRINHO;Rua Luciano Piuzzi;['80'];[3];[1];-;235000;300;https://www.vivareal.com.br/imovel/apartamento-3-quartos-pinheirinho-bairros-curitiba-com-garagem-68m2-venda-RS235000-id-2518741221/
CURITIBA - Apartamento Padrão - Portão;-;['51'];[1];[1];-;199000;360;https://www.vivareal.com.br/imovel/apartamento-1-quartos-portao-bairros-curitiba-com-garagem-51m2-venda-RS199000-id-2543446883/
Apartamento Fazendinha;Rua Carlos Klemtz;[];[3];[1];-;255000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-fazendinha-bairros-curitiba-com-garagem-79m2-venda-RS255000-id-2489288676/
Farfalle Ecoville – 3 dormitórios à venda - Rua Clara Vendramin, 275, Ecoville;Rua Clara Vendramin;['198'];[3];[3];-;862790;850;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-131m2-venda-RS862790-id-2534191952/
Edificio Poeme um condominio alto padrão da Plaenge para a sua familia !!!;Rua Ângelo Nabosne;['206'];[3];[4];-;1150000;1000;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-122m2-venda-RS1150000-id-2538806495/
Apartamento à venda, Centro, Curitiba, PR;Rua Alferes Poli;['43'];[1];[1];-;155000;340;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-31m2-venda-RS155000-id-2542243035/
Estilo e conforto no Tingui;Rua Brasílio Bacellar Filho;['65'];[3];[2];-;365000;300;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tingui-bairros-curitiba-com-garagem-65m2-venda-RS365000-id-2543505560/
Apartamento com 3 dormitórios à venda, 83 m² por R$ 595.000,00 - Vila Izabel - Curitiba/PR;Rua Tabajaras;['103'];[3];[2];-;595000;530;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-84m2-venda-RS595000-id-2541607980/
Apartamento 1 dormitório - Centro;Rua Nilo Cairo;['33'];[1];[1];-;120000;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-24m2-venda-RS120000-id-2537157714/
Apartamento com 2 dormitórios à venda, 51 m² por R$ 289.600,00 - Água Verde - Curitiba/PR;Rua Bento Viana;['55'];[2];[1];-;289600;390;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-51m2-venda-RS289600-id-2542744128/
Harmony Agua verde;Rua Marquês do Paraná;['144'];[2];[2];-;1055154;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-91m2-venda-RS1055154-id-2542229701/
Apartamento Padrão para Venda em Boa Vista Curitiba-PR - AP1156;Rua José Merhy;['151'];[3];[2];-;757480;300;https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-vista-bairros-curitiba-com-garagem-151m2-venda-RS757480-id-2523683630/
APARTAMENTO com 3 dormitórios à venda com 127m² por R$ 425.000,00 no bairro Portão - CURITIBA / PR;Rua Morretes;['127'];[3];[2];-;425000;360;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-73m2-venda-RS425000-id-2505623299/
Apartamento para venda possui 62 metros quadrados com 3 quartos em Santa Cândida - Curitiba - PR;Rua João Mequetti;['70'];[3];[1];-;250000;320;https://www.vivareal.com.br/imovel/apartamento-3-quartos-santa-candida-bairros-curitiba-com-garagem-62m2-venda-RS250000-id-2544025273/
Apartamento no Tingui, mobiliado, são 53m² , 02 dorms sendo 01 suíte e 01 vaga de garagem coberta.;Rua Hilário Moro;['78'];[2];[2];-;250000;320;https://www.vivareal.com.br/imovel/apartamento-2-quartos-tingui-bairros-curitiba-com-garagem-53m2-venda-RS250000-id-2538884258/
Loft mobiliado e equipado em andar alto no Bigorrilho;Rua Alferes Ângelo Sampaio;[];[1];[2];-;735000;570;https://www.vivareal.com.br/imovel/apartamento-1-quartos-bigorrilho-bairros-curitiba-com-garagem-73m2-venda-RS735000-id-2543470880/
Apartamento Novo á Venda - Face Norte - 4 Dormitórios - Suíte - Churrasqueira - 2 Vagas;Rua Professor Pedro Viriato Parigot de Souza;['219'];[4];[4];-;990000;1000;https://www.vivareal.com.br/imovel/apartamento-4-quartos-ecoville-bairros-curitiba-com-garagem-131m2-venda-RS990000-id-2542533823/
Apartamento à venda 2 Quartos, 85M², Centro, Curitiba - PR;Rua Prefeito João Moreira Garcez;['85'];[2];[1];-;249000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-curitiba-78m2-venda-RS249000-id-2537917608/
Apartamento no Juveve,com duas vagas paralelas.;Rua Euzébio da Motta;['175'];[3];[4];-;740000;800;https://www.vivareal.com.br/imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-154m2-venda-RS740000-id-2535391178/
Apartamento com 2 dormitórios à venda, 71 m² por R$ 420.000 - Ahú - Curitiba/PR;Rua Vereador Washington Mansur;['71'];[2];[2];-;420000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-ahu-bairros-curitiba-com-garagem-71m2-venda-RS420000-id-2544735520/
Apartamento de 3 quartos no Bacacheri - Conj Leônis - 2 vagas de garagem;Avenida José Gulin;['110'];[3];[1];-;250000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-90m2-venda-RS250000-id-2542652791/
Apartamento no Ecoville - ARYA 1;Rua Professor Pedro Viriato Parigot de Souza;['232'];[3];[3];-;1400000;795;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-129m2-venda-RS1400000-id-2526801887/
Ed. Rio Rhône Residence - Apartamento com 3 dormitórios à venda, 307 m² por R$ 6.132.000,00 - Batel;Rua Bento Viana;['728'];[3];[5];-;6132000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-307m2-venda-RS6132000-id-2529348040/
